Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2008,3,"426,403",,"426,403"
2008,4,"328,101",,"328,101"
2008,5,"345,609",,"345,609"
2008,6,"363,905",,"363,905"
2008,7,"362,809",,"362,809"
2008,8,"303,559",,"303,559"
2008,9,"188,465",,"188,465"
2008,10,"243,715",,"243,715"
2008,11,"313,245",,"313,245"
2008,12,"385,467",,"385,467"
2008,TOTAL,"3,889,544",0,"3,889,544"
2009,1,"333,314",,"333,314"
2009,2,"361,778",,"361,778"
2009,3,"515,294",,"515,294"
2009,4,"445,881",,"445,881"
2009,5,"434,501",,"434,501"
2009,6,"496,085",,"496,085"
2009,7,"498,701",,"498,701"
2009,8,"421,422",,"421,422"
2009,9,"288,761",,"288,761"
2009,10,"319,980",,"319,980"
2009,11,"374,476",,"374,476"
2009,12,"429,993",,"429,993"
2009,TOTAL,"4,920,186",0,"4,920,186"
2010,1,"388,757",,"388,757"
2010,2,"406,690",,"406,690"
2010,3,"561,163",,"561,163"
2010,4,"484,079",,"484,079"
2010,5,"456,673",,"456,673"
2010,6,"528,187",,"528,187"
2010,7,"608,401",,"608,401"
2010,8,"517,680",,"517,680"
2010,9,"362,519",,"362,519"
2010,10,"386,101",,"386,101"
2010,11,"416,761",,"416,761"
2010,12,"492,920",,"492,920"
2010,TOTAL,"5,609,931",0,"5,609,931"
2011,1,"449,541",,"449,541"
2011,2,"414,222",263,"414,485"
2011,3,"580,435",,"580,435"
2011,4,"488,028",,"488,028"
2011,5,"433,329",,"433,329"
2011,6,"540,769",,"540,769"
2011,7,"639,789",,"639,789"
2011,8,"477,995",,"477,995"
2011,9,"359,739",,"359,739"
2011,10,"415,031",,"415,031"
2011,11,"444,743",,"444,743"
2011,12,"533,634",,"533,634"
2011,TOTAL,"5,777,255",263,"5,777,518"
2012,1,"499,524",,"499,524"
2012,2,"500,641",,"500,641"
2012,3,"728,246",,"728,246"
2012,4,"596,369",,"596,369"
2012,5,"514,809",,"514,809"
2012,6,"584,472",,"584,472"
2012,7,"667,119",,"667,119"
2012,8,"547,144",,"547,144"
2012,9,"402,768",,"402,768"
2012,10,"475,671",,"475,671"
2012,11,"524,213",,"524,213"
2012,12,"576,757",,"576,757"
2012,TOTAL,"6,617,733",0,"6,617,733"
2013,1,"514,840",,"514,840"
2013,2,"541,413",,"541,413"
2013,3,"792,485",,"792,485"
2013,4,"592,747",,"592,747"
2013,5,"588,128",,"588,128"
2013,6,"700,796",,"700,796"
2013,7,"748,243",,"748,243"
2013,8,"560,516",,"560,516"
2013,9,"391,312",,"391,312"
2013,10,"468,227",,"468,227"
2013,11,"544,964",,"544,964"
2013,12,"658,246",,"658,246"
2013,TOTAL,"7,101,917",0,"7,101,917"
2014,1,"589,705",,"589,705"
2014,2,"605,833",,"605,833"
2014,3,"850,940",,"850,940"
2014,4,"659,511",,"659,511"
2014,5,"650,311",,"650,311"
2014,6,"808,179",,"808,179"
2014,7,"837,400",,"837,400"
2014,8,"661,600",,"661,600"
2014,9,"453,876",,"453,876"
2014,10,"592,918",,"592,918"
2014,11,"619,550",,"619,550"
2014,12,"720,907",,"720,907"
2014,TOTAL,"8,050,730",0,"8,050,730"
2015,1,"640,114",,"640,114"
2015,2,"661,268",,"661,268"
2015,3,"934,568",,"934,568"
2015,4,"757,379",,"757,379"
2015,5,"744,755",,"744,755"
2015,6,"940,305",,"940,305"
2015,7,"1,053,079",,"1,053,079"
2015,8,"811,710",,"811,710"
2015,9,"534,992",,"534,992"
2015,10,"729,851",,"729,851"
2015,11,"761,156",,"761,156"
2015,12,"845,407",,"845,407"
2015,TOTAL,"9,414,584",0,"9,414,584"
2016,1,"733,034",,"733,034"
2016,2,"800,350",,"800,350"
2016,3,"1,048,923",,"1,048,923"
2016,4,"847,491",,"847,491"
2016,5,"886,532",,"886,532"
2016,6,"1,135,251",245,"1,135,496"
2016,7,"1,249,037",,"1,249,037"
2016,8,"933,101",,"933,101"
2016,9,"739,661",,"739,661"
2016,10,"864,677",,"864,677"
2016,11,"860,540",,"860,540"
2016,12,"975,957",,"975,957"
2016,TOTAL,"11,074,554",245,"11,074,799"
2017,1,"856,610",,"856,610"
2017,2,"863,289","6,162","869,451"
2017,3,"1,150,127",,"1,150,127"
2017,4,"1,017,634",,"1,017,634"
2017,5,"1,019,537",,"1,019,537"
2017,6,"1,254,544",,"1,254,544"
2017,7,"1,337,271",,"1,337,271"
2017,8,"1,018,630",,"1,018,630"
2017,9,"664,474",,"664,474"
2017,10,"1,005,777",,"1,005,777"
2017,11,"968,227",,"968,227"
2017,12,"1,075,301",,"1,075,301"
2017,TOTAL,"12,231,421","6,162","12,237,583"
2018,1,"937,298",,"937,298"
2018,2,"998,933",,"998,933"
2018,3,"1,364,517",,"1,364,517"
2018,4,"1,162,182",,"1,162,182"
2018,5,"1,141,981",,"1,141,981"
2018,6,"1,403,268",0,"1,403,268"
2018,7,"1,525,946",,"1,525,946"
2018,8,"1,177,401",,"1,177,401"
2018,9,"783,782",,"783,782"
2018,10,"1,067,024",,"1,067,024"
2018,11,"1,071,331",,"1,071,331"
2018,12,"1,069,680",,"1,069,680"
2018,TOTAL,"13,703,343",0,"13,703,343"
2019,1,"932,030",,"932,030"
2019,2,"1,019,118",,"1,019,118"
2019,3,"1,493,502",,"1,493,502"
2019,4,"1,277,198",,"1,277,198"
2019,5,"1,278,660",,"1,278,660"
2019,6,"1,605,437",,"1,605,437"
2019,7,"1,753,466",,"1,753,466"
2019,8,"1,251,828",,"1,251,828"
2019,9,"778,093",,"778,093"
2019,10,"1,115,393",,"1,115,393"
2019,11,"1,110,068",,"1,110,068"
2019,12,"1,318,262",,"1,318,262"
2019,TOTAL,"14,933,055",0,"14,933,055"
2020,1,"1,069,152",,"1,069,152"
2020,2,"1,208,742",,"1,208,742"
2020,3,"898,402",,"898,402"
2020,4,"36,754",,"36,754"
2020,5,"377,265",,"377,265"
2020,6,"875,342",,"875,342"
2020,7,"902,772",,"902,772"
2020,8,"639,832",,"639,832"
2020,9,"481,598",,"481,598"
2020,10,"781,159",,"781,159"
2020,11,"689,270",,"689,270"
2020,12,"679,442",,"679,442"
2020,TOTAL,"8,639,730",0,"8,639,730"
2021,1,"553,094",,"553,094"
2021,2,"686,475",,"686,475"
2021,3,"1,105,921",,"1,105,921"
2021,4,"1,019,702",,"1,019,702"
2021,5,"1,050,343",,"1,050,343"
2021,6,"1,640,727",,"1,640,727"
2021,7,"1,862,760",,"1,862,760"
2021,8,"1,187,290",,"1,187,290"
2021,9,"809,839",,"809,839"
2021,10,"1,171,294",,"1,171,294"
2021,11,"1,194,269",,"1,194,269"
2021,12,"1,326,080",,"1,326,080"
2021,TOTAL,"13,607,794",0,"13,607,794"
2022,1,"948,063",,"948,063"
2022,2,"1,104,526",,"1,104,526"
2022,3,"1,671,117",,"1,671,117"
2022,4,"1,522,546",,"1,522,546"
2022,5,"1,460,622",,"1,460,622"
2022,6,"1,748,140",,"1,748,140"
2022,7,"1,938,725",,"1,938,725"
2022,8,"1,387,483",,"1,387,483"
2022,9,"1,013,003",,"1,013,003"
2022,10,"1,257,125",,"1,257,125"
2022,11,"1,199,479",,"1,199,479"
2022,12,"1,453,675",,"1,453,675"
2022,TOTAL,"16,704,504",0,"16,704,504"
2023,1,"1,205,266",,"1,205,266"
2023,2,"1,248,067",,"1,248,067"
2023,3,"1,685,016",,"1,685,016"
2023,4,"1,521,125",,"1,521,125"
2023,TOTAL,"5,659,474",0,"5,659,474"
